type,sim
sContext_dGenre,0.9718184208502194
sContext_dGenre,0.9828936725485167
sContext_dGenre,0.9704983929730195
sContext_dGenre,0.951288198108296
sContext_dGenre,0.9685475860763043
sContext_dGenre,0.9533655274395529
sContext_dGenre,0.9755875045094748
sContext_dGenre,0.9826309665699302
sContext_dGenre,0.9671155102780957
sContext_dGenre,0.9499870565338551
sContext_dGenre,0.960635600337375
sContext_dGenre,0.9585221456435842
sContext_dGenre,0.9570003398957441
sContext_dGenre,0.9800968013070055
sContext_dGenre,0.9562287094612162
sContext_dGenre,0.9310272914178366
sContext_dGenre,0.9726511992972044
sContext_dGenre,0.9343863071904039
sContext_dGenre,0.9685108404487086
sContext_dGenre,0.9805637091510533
sContext_dGenre,0.955432913565593
sContext_dGenre,0.9413604088495108
sContext_dGenre,0.9663891419175532
sContext_dGenre,0.9307395912404197
dContext_sGenre,0.9844109388771964
dContext_sGenre,0.978693344403232
dContext_sGenre,0.9825140486339636
dContext_sGenre,0.9806113326290474
dContext_sGenre,0.9714515017132175
dContext_sGenre,0.9804945966650984
dContext_sGenre,0.9747026364927189
dContext_sGenre,0.9618712319955524
dContext_sGenre,0.9814993880952325
dContext_sGenre,0.9775944040026954
dContext_sGenre,0.9747749819049971
dContext_sGenre,0.959229337933466
dContext_sGenre,0.9722955580146491
dContext_sGenre,0.9777759223747464
dContext_sGenre,0.9792071795151884
dContext_sGenre,0.9723277960385477
dContext_sGenre,0.9623859254478305
dContext_sGenre,0.9833887799377097
dContext_sGenre,0.9828279746894457
dContext_sGenre,0.9736996710222572
dContext_sGenre,0.9850618193383306
dContext_sGenre,0.9667980410884514
dContext_sGenre,0.9525199789356853
dContext_sGenre,0.9745417160538137
dContext_dGenre,0.9719962419170944
dContext_dGenre,0.9747936131822561
dContext_dGenre,0.9568756849908138
dContext_dGenre,0.9683753435009764
dContext_dGenre,0.962146586881645
dContext_dGenre,0.9672935390107438
dContext_dGenre,0.9814474961051525
dContext_dGenre,0.9672424380536564
dContext_dGenre,0.9604950294329988
dContext_dGenre,0.941093705780029
dContext_dGenre,0.950400878462325
dContext_dGenre,0.9330243295460474
dContext_dGenre,0.9620637430461267
dContext_dGenre,0.9630679836381079
dContext_dGenre,0.9380086882766818
dContext_dGenre,0.9556807873596527
dContext_dGenre,0.9649132787161242
dContext_dGenre,0.9252934129042676
dContext_dGenre,0.9460768378407958
dContext_dGenre,0.9472144975409733
dContext_dGenre,0.9600763136935648
dContext_dGenre,0.952609267510865
dContext_dGenre,0.942576329687911
dContext_dGenre,0.9365879584273942
dContext_dGenre,0.9774530774546037
dContext_dGenre,0.9698805721292387
dContext_dGenre,0.9487186890779877
dContext_dGenre,0.9762722087003252
dContext_dGenre,0.957586287752793
dContext_dGenre,0.9329673536642108
dContext_dGenre,0.9251519485934213
dContext_dGenre,0.9545170572579507
dContext_dGenre,0.9299085926719417
dContext_dGenre,0.9334073456176663
dContext_dGenre,0.9464850970600076
dContext_dGenre,0.9349165611365404
dContext_dGenre,0.9795883122127443
dContext_dGenre,0.9709265937186594
dContext_dGenre,0.9577505135526074
dContext_dGenre,0.9721044649235467
dContext_dGenre,0.9690545023078053
dContext_dGenre,0.9479517458332374
dContext_dGenre,0.9772696595010508
dContext_dGenre,0.9793797542830396
dContext_dGenre,0.9536178715683542
dContext_dGenre,0.9345380785848525
dContext_dGenre,0.9395730217078115
dContext_dGenre,0.9579457153129616
dContext_dGenre,0.941683787633182
dContext_dGenre,0.9358863993090175
dContext_dGenre,0.9356136149876473
dContext_dGenre,0.9400422234678777
dContext_dGenre,0.9449965135325527
dContext_dGenre,0.9666748009408036
dContext_dGenre,0.9684523672010258
dContext_dGenre,0.9726938521993886
dContext_dGenre,0.9507249958725672
dContext_dGenre,0.9667370890275981
dContext_dGenre,0.9567098181917286
dContext_dGenre,0.9345716522383497
dContext_dGenre,0.9665729342750544
dContext_dGenre,0.9588874495136841
dContext_dGenre,0.9397387106010952
dContext_dGenre,0.8998155942234557
dContext_dGenre,0.9427495080717037
dContext_dGenre,0.9084401313773378
dContext_dGenre,0.9158058473387926
dContext_dGenre,0.9372466407802234
dContext_dGenre,0.919734786372525
dContext_dGenre,0.9070659176617439
dContext_dGenre,0.9610443030963307
dContext_dGenre,0.9177730989089574
bwContext,0.9844109388771964
bwContext,0.9719962419170944
bwContext,0.9747936131822561
bwContext,0.9568756849908138
bwContext,0.9683753435009764
bwContext,0.978693344403232
bwContext,0.962146586881645
bwContext,0.9672935390107438
bwContext,0.9814474961051525
bwContext,0.9672424380536564
bwContext,0.9825140486339636
bwContext,0.9604950294329988
bwContext,0.941093705780029
bwContext,0.950400878462325
bwContext,0.9330243295460474
bwContext,0.9806113326290474
bwContext,0.9714515017132175
bwContext,0.9620637430461267
bwContext,0.9630679836381079
bwContext,0.9380086882766818
bwContext,0.9804945966650984
bwContext,0.9556807873596527
bwContext,0.9649132787161242
bwContext,0.9252934129042676
bwContext,0.9460768378407958
bwContext,0.9747026364927189
bwContext,0.9472144975409733
bwContext,0.9600763136935648
bwContext,0.952609267510865
bwContext,0.9618712319955524
bwContext,0.942576329687911
bwContext,0.9365879584273942
bwContext,0.9774530774546037
bwContext,0.9698805721292387
bwContext,0.9814993880952325
bwContext,0.9487186890779877
bwContext,0.9762722087003252
bwContext,0.957586287752793
bwContext,0.9775944040026954
bwContext,0.9329673536642108
bwContext,0.9251519485934213
bwContext,0.9545170572579507
bwContext,0.9299085926719417
bwContext,0.9747749819049971
bwContext,0.9334073456176663
bwContext,0.9464850970600076
bwContext,0.9349165611365404
bwContext,0.959229337933466
bwContext,0.9722955580146491
bwContext,0.9795883122127443
bwContext,0.9709265937186594
bwContext,0.9577505135526074
bwContext,0.9777759223747464
bwContext,0.9721044649235467
bwContext,0.9690545023078053
bwContext,0.9479517458332374
bwContext,0.9792071795151884
bwContext,0.9772696595010508
bwContext,0.9793797542830396
bwContext,0.9536178715683542
bwContext,0.9345380785848525
bwContext,0.9723277960385477
bwContext,0.9395730217078115
bwContext,0.9579457153129616
bwContext,0.941683787633182
bwContext,0.9623859254478305
bwContext,0.9358863993090175
bwContext,0.9356136149876473
bwContext,0.9400422234678777
bwContext,0.9833887799377097
bwContext,0.9449965135325527
bwContext,0.9666748009408036
bwContext,0.9684523672010258
bwContext,0.9726938521993886
bwContext,0.9828279746894457
bwContext,0.9507249958725672
bwContext,0.9667370890275981
bwContext,0.9567098181917286
bwContext,0.9736996710222572
bwContext,0.9345716522383497
bwContext,0.9665729342750544
bwContext,0.9588874495136841
bwContext,0.9850618193383306
bwContext,0.9397387106010952
bwContext,0.8998155942234557
bwContext,0.9427495080717037
bwContext,0.9084401313773378
bwContext,0.9667980410884514
bwContext,0.9158058473387926
bwContext,0.9372466407802234
bwContext,0.919734786372525
bwContext,0.9525199789356853
