,bar_80s,bar_Ele,bar_Jaz,bar_Met,con_80s,con_Ele,con_Jaz,con_Met,mov_80s,mov_Ele,mov_Jaz,mov_Met,vid_80s,vid_Ele,vid_Jaz,vid_Met
card,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.016190677028342343,0.0,0.0,0.0,0.0,0.0
cardio,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
care,0.0,0.0,0.013301190744182649,0.014065684434859057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014205574580216856,0.014246757863257393,0.0,0.0
carefree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015722679040508683,0.0,0.0,0.0,0.0,0.017468750975056475,0.0,0.0,0.0
carnival,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carpet,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carriage,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carry,0.0,0.0,0.0,0.0,0.016089787664062355,0.0,0.015202101039078889,0.0,0.0,0.0,0.0,0.0,0.015631025331768782,0.0,0.0,0.0
carrying,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cart,0.0,0.0,0.014635891585445012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015631025331768782,0.015676341129226813,0.0,0.0
cartoon,0.0,0.0,0.008585147210861505,0.009078583550694633,0.018875952295909108,0.009480009789118782,0.017834550710210745,0.008252408632317399,0.0,0.0,0.03399219243171234,0.019115658024559334,0.0,0.0,0.04463546596342188,0.008975293627280879
cartoonish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
case,0.0,0.013482393187028343,0.0,0.012912475595931757,0.0,0.0,0.012683046838974317,0.0,0.012878500597113943,0.0,0.012086779638468992,0.0,0.0,0.0,0.0,0.0
casino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
cassino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
cast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05942727062344425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
castle,0.0,0.0,0.013301190744182649,0.014065684434859057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027661953005712968,0.013905654683529898
castlevania,0.0,0.0,0.0,0.04643129395472678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016294111886511115,0.0,0.0,0.0,0.015301010134133337
casual,0.0,0.0,0.0,0.0,0.016089787664062355,0.0,0.0,0.0,0.0,0.0,0.014487405718352333,0.0,0.0,0.0,0.0152188384115293,0.0
casually,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754645117285307,0.0,0.0,0.0,0.0,0.05102431082373771,0.0
catch,0.0,0.01246433439025354,0.011288630781616685,0.023874902830831293,0.01241001760868729,0.0,0.0,0.0,0.023812083754084425,0.0,0.0,0.012567612429166744,0.0,0.0,0.0,0.0
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
cause,0.0,0.0,0.0,0.0,0.0,0.016161446285622487,0.0,0.0,0.0,0.0,0.0,0.0,0.015631025331768782,0.0,0.0,0.015301010134133337
cautious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03718260621645138,0.0,0.0,0.0,0.0,0.0
cave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
ceiling,0.0,0.0,0.0,0.0,0.017981449583719382,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celeb,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celebrate,0.0,0.0,0.0,0.0,0.0,0.013483424409507625,0.0,0.01173740644423565,0.0,0.0,0.012086779638468992,0.0,0.0,0.0,0.012697010756080526,0.012765566267186994
celebrating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
celebration,0.0,0.0,0.011288630781616685,0.0,0.01241001760868729,0.012465287744871982,0.0,0.0,0.023812083754084425,0.0,0.0,0.0,0.024112350474625368,0.01209112721158031,0.0,0.0
celebratory,0.018653409329035957,0.0,0.0,0.0,0.017981449583719382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cello,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
centering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
centre,0.01392527611239137,0.0,0.0,0.012912475595931757,0.0,0.0,0.0,0.0,0.0,0.0,0.012086779638468992,0.0,0.013040896512554006,0.0,0.012697010756080526,0.0
century,0.0,0.0,0.014635891585445012,0.0,0.0,0.0,0.0,0.014068641468207018,0.015436375012630385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceremonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
ceremony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.017099936186319564
certain,0.0,0.016160210246008125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014487405718352333,0.0,0.015631025331768782,0.0,0.0,0.0
certainly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401177595885425,0.0,0.0,0.0
certainty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
chair,0.015168937823734503,0.0,0.013301190744182649,0.0,0.0,0.0,0.0,0.012785670253682027,0.0,0.0,0.0,0.0,0.0,0.0,0.013830976502856484,0.0
challenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014487405718352333,0.0,0.0,0.015676341129226813,0.0,0.04590303040240001
challenging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
champagne,0.0,0.0,0.014635891585445012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028974811436704665,0.0,0.0,0.0,0.0152188384115293,0.0
change,0.0,0.010804576128048561,0.0,0.010347853206954583,0.010757492201776329,0.01080540253339276,0.0,0.0,0.010320626181597497,0.0,0.019372307117171292,0.0,0.0,0.01048106544169677,0.0,0.010230122400240649
channel,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
chaotic,0.0,0.0,0.0,0.014065684434859057,0.0,0.0,0.0,0.012785670253682027,0.0,0.0,0.013166245850017185,0.014808191830627603,0.0,0.0,0.0,0.0
character,0.047748780410208726,0.033021547420862545,0.0657949072129474,0.03162568538811258,0.03945317628315048,0.026419258501527668,0.0248510083825272,0.022998132044935168,0.10093591243699679,0.08341394617604155,0.053286051714187044,0.039954192190600514,0.08943261144762532,0.0704721952888549,0.062195922781499505,0.043772217913976
charge,0.015168937823734503,0.0,0.0,0.014065684434859057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014808191830627603,0.0,0.0,0.0,0.013905654683529898
charged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
charger,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
charlie,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charlotte,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chase,0.0,0.008904634688528862,0.016129402517086014,0.025584673991767615,0.0088658302821193,0.0,0.0,0.023256401543887847,0.0,0.03460540985368783,0.023948646745786912,0.0897841746577759,0.0,0.008638012060703644,0.025157753712745447,0.03372478539221769
chat,0.015168937823734503,0.014686501173731754,0.039903572232547944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013166245850017185,0.0,0.0,0.0,0.0,0.0
chatter,0.01669105674254255,0.0,0.0,0.0,0.03217957532812471,0.0,0.015202101039078889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chatty,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
check,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
checker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheer,0.0,0.0,0.0,0.011937451415415646,0.0,0.012465287744871982,0.011725346879834451,0.010851112021864697,0.011906041877042212,0.0,0.0,0.0,0.012056175237312684,0.0,0.0,0.0
cheerful,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017468750975056475,0.0,0.01700810360791257,0.0
cheesy,0.037306818658071915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016190677028342343,0.0,0.0,0.0,0.0,0.0
chef,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
chevy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
chicago,0.0,0.0,0.0,0.0,0.017981449583719382,0.0,0.01698939843757939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child,0.024436925703887703,0.0,0.007142671287993259,0.0,0.007852207957887247,0.0,0.029675981124917504,0.006865839425591661,0.007533326681857846,0.015324502386826816,0.014140413142290743,0.007951923151089255,0.0076283207748102135,0.007650435986822162,0.007427163526323299,0.007467265326770665
childhood,0.0,0.0,0.03271324049157972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03401620721582514,0.0
childish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
chill,0.01839428579149356,0.008904634688528862,0.008064701258543007,0.0,0.0,0.008905315773803057,0.008376695240369244,0.0,0.008505785401929577,0.008651352463421958,0.007982882248595636,0.0,0.01722608410010307,0.017276024121407288,0.016771835808496963,0.0
chilled,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chilly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
chipmunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chiptune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
choice,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03493750195011295,0.0,0.01700810360791257,0.0
choose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015722679040508683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017099936186319564
chord,0.0,0.018060151685527822,0.0,0.0,0.017981449583719382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
choreographer,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choreography,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christmas,0.0,0.0,0.02257726156323337,0.0,0.02482003521737458,0.0,0.03517604063950335,0.0,0.011906041877042212,0.0,0.022348207922037452,0.0,0.0,0.0,0.02347651275631069,0.0
christmastime,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christopher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
chuckle,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
church,0.0,0.0,0.0,0.0,0.026847279865838687,0.0,0.012683046838974317,0.0,0.03863550179134183,0.0,0.0,0.0,0.026081793025108012,0.0,0.012697010756080526,0.0
cigar,0.0,0.0,0.026602381488365297,0.0,0.0,0.0,0.04144729641907443,0.0,0.0,0.0,0.013166245850017185,0.0,0.0,0.0,0.013830976502856484,0.0
cigarette,0.0,0.0,0.013301190744182649,0.0,0.0,0.0,0.027631530946049622,0.0,0.0,0.0,0.02633249170003437,0.0,0.014205574580216856,0.0,0.0,0.0
cinema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018209796021932564,0.0,0.01751939451021994,0.0,0.0
cinematic,0.0,0.0,0.0,0.0,0.0,0.0,0.012683046838974317,0.01173740644423565,0.0,0.0,0.0,0.013594106743855078,0.013040896512554006,0.013078703285461794,0.0,0.0
circle,0.0,0.0,0.0,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.01754645117285307,0.0,0.0,0.0,0.0,0.0,0.0
circular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
circumstance,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circus,0.0,0.0,0.0,0.0,0.016089787664062355,0.0,0.015202101039078889,0.0,0.0,0.0,0.028974811436704665,0.0,0.0,0.0,0.0,0.0
city,0.014469580618506747,0.035023466245045806,0.03806383558918895,0.00670859612089049,0.03487084181231134,0.007005229014213353,0.03953638705121245,0.0,0.05352755697809325,0.04083271620792947,0.025118443754422497,0.014125466660712273,0.054202531254110724,0.027179834718842062,0.02638661083146084,0.006632270295868195
cityscape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
claim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
clap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
clapping,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clash,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
class,0.0,0.0,0.013301190744182649,0.0,0.0,0.0,0.027631530946049622,0.0,0.0,0.0,0.013166245850017185,0.0,0.0,0.0,0.013830976502856484,0.0
classic,0.0,0.018958569501624764,0.008585147210861505,0.009078583550694633,0.0,0.009480009789118782,0.017834550710210745,0.0,0.0,0.0092096572570309,0.008498048107928084,0.009557829012279667,0.009168874526468421,0.0,0.017854186385368752,0.0
classical,0.011962923525897964,0.0,0.010489932091821585,0.0,0.011531978013262311,0.0,0.03268724832142145,0.010083368871933984,0.022127319634892045,0.0,0.0,0.0,0.0,0.0,0.02181549111939451,0.0
classmate,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
classy,0.0,0.0,0.10245124109811508,0.0,0.0,0.0,0.015202101039078889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152188384115293,0.0
clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
clear,0.0,0.0,0.029271783170890023,0.0,0.0,0.0,0.0,0.014068641468207018,0.0,0.0,0.0,0.0,0.015631025331768782,0.0,0.0,0.0
clearly,0.0,0.0,0.0,0.015477097984908927,0.0,0.016161446285622487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030602020268266673
click,0.0,0.0,0.014635891585445012,0.0,0.0,0.0,0.0,0.0,0.0,0.01570055141075269,0.0,0.0,0.031262050663537565,0.0,0.0,0.0
clientele,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cliff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
climate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
climatic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015722679040508683,0.0,0.01754645117285307,0.0,0.0,0.0,0.0,0.0,0.0
climax,0.0,0.0,0.0,0.014065684434859057,0.0,0.014687624494342735,0.0,0.0,0.0,0.028537520640143185,0.0,0.0,0.0,0.0,0.0,0.013905654683529898
clinic,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
close,0.008651151228297892,0.0,0.015171874785367216,0.008021943565823352,0.03335802842446072,0.0,0.015758819481060872,0.014583851315770162,0.0,0.01627552367920315,0.030035902389744493,0.008445410511470169,0.008101725737581304,0.0,0.00788808489767994,0.007930675370524321
closely,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018209796021932564,0.0,0.0,0.0,0.0
closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
cloth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
clothes,0.01392527611239137,0.0,0.0,0.012912475595931757,0.013423639932919344,0.0,0.012683046838974317,0.0,0.0,0.0,0.0,0.013594106743855078,0.0,0.0,0.0,0.0
clothing,0.0,0.0,0.0,0.03459345305588194,0.017981449583719382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,0.0,0.026964786374056686,0.0,0.0,0.0,0.0,0.0,0.0,0.012878500597113943,0.0,0.0,0.0,0.013040896512554006,0.013078703285461794,0.012697010756080526,0.0
cloudy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
clown,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.01698939843757939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
club,0.030700095907754927,0.04458555369751495,0.02692000166912258,0.021350433341618,0.02959417321751203,0.029725975930093216,0.055922877394521314,0.006469162633437624,0.0,0.007219561372740862,0.013323444760520976,0.0074924974098940795,0.00718759129849961,0.007208428794734226,0.04198833597345399,0.0
clubs,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
clutter,0.0,0.041475937489015215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coachella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
coat,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cobblestone,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail,0.027591428687240346,0.0,0.024194103775629024,0.0,0.0177316605642386,0.008905315773803057,0.025130085721107732,0.0,0.008505785401929577,0.008651352463421958,0.007982882248595636,0.0,0.008613042050051535,0.008638012060703644,0.016771835808496963,0.0
coconut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040234064707969926,0.0,0.0
coder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
coffee,0.0,0.0,0.03386589234485006,0.0,0.0,0.0,0.023450693759668902,0.0,0.011906041877042212,0.0,0.05587051980509364,0.0,0.012056175237312684,0.0,0.011738256378155345,0.0
coin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016190677028342343,0.0,0.0,0.01751939451021994,0.0,0.0
cold,0.0,0.0,0.0,0.0,0.01241001760868729,0.024930575489743964,0.0,0.0,0.011906041877042212,0.012109800548128965,0.022348207922037452,0.0,0.0,0.0,0.011738256378155345,0.0
collapse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colleagueits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
collect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014487405718352333,0.0,0.046893075995306344,0.015676341129226813,0.0,0.0
college,0.0,0.0,0.014635891585445012,0.015477097984908927,0.0,0.016161446285622487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
color,0.01392527611239137,0.0,0.0,0.0,0.013423639932919344,0.013483424409507625,0.012683046838974317,0.0,0.025757001194227885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorful,0.0,0.0,0.0,0.0,0.0,0.014687624494342735,0.027631530946049622,0.0,0.0,0.0,0.0,0.0,0.02841114916043371,0.0,0.013830976502856484,0.0
colour,0.00979066962904217,0.009479284750812382,0.008585147210861505,0.009078583550694633,0.02831392844386366,0.028440029367356345,0.0,0.008252408632317399,0.009054696197482563,0.0,0.0,0.0,0.009168874526468421,0.01839091189441917,0.0,0.0
coloured,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colourful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012878500597113943,0.0,0.012086779638468992,0.013594106743855078,0.026081793025108012,0.0,0.012697010756080526,0.0
com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combat,0.0,0.0,0.0,0.014065684434859057,0.0,0.014687624494342735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028493515726514786,0.0,0.013905654683529898
combination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
combine,0.0,0.018060151685527822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016190677028342343,0.0,0.0,0.0,0.0,0.0
combo,0.0,0.016160210246008125,0.0,0.0,0.0,0.0,0.0,0.014068641468207018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015301010134133337
come,0.03410627172157766,0.026417237936690038,0.023925420804708143,0.012650274155245032,0.01972658814157524,0.026419258501527668,0.018638256286895402,0.04024673107863654,0.018925483581936898,0.05133165918525633,0.023682689650749798,0.013318064063533504,0.05110434939864304,0.05125250566462174,0.024878369112599802,0.0062531739877108574
comedic,0.0,0.0,0.0,0.0,0.0,0.0,0.03901690527536793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comedy,0.03588877057769389,0.0,0.0,0.0,0.03459593403978694,0.0,0.0,0.010083368871933984,0.08850927853956818,0.0,0.03115052498543694,0.011678422608433625,0.0,0.0,0.010907745559697255,0.0
comical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
commercialise,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,0.0,0.018060151685527822,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commonly,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
community,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
company,0.011159495482240185,0.032413728384145676,0.009785429918887855,0.0,0.0,0.01080540253339276,0.010163992638869744,0.0,0.010320626181597497,0.0,0.0,0.0,0.0,0.01048106544169677,0.010175183100631752,0.0
compare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
