,bar_80s,bar_Ele,bar_Jaz,bar_Met,con_80s,con_Ele,con_Jaz,con_Met,mov_80s,mov_Ele,mov_Jaz,mov_Met,vid_80s,vid_Ele,vid_Jaz,vid_Met
house,0.0,0.018958569501624764,0.01717029442172301,0.0,0.0,0.028440029367356345,0.0,0.008252408632317399,0.009054696197482563,0.0184193145140618,0.01699609621585617,0.0,0.009168874526468421,0.009195455947209585,0.008927093192684376,0.0
household,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
however,0.0,0.0,0.02442132150433287,0.012912475595931757,0.0,0.0,0.0,0.01173740644423565,0.0,0.013098901818137514,0.0,0.0,0.0,0.0,0.025394021512161052,0.0
hq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
hsairits,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
hue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.01751939451021994,0.0,0.0
huge,0.0,0.0,0.0,0.0,0.026847279865838687,0.02696684881901525,0.0,0.0234748128884713,0.0,0.0,0.0,0.013594106743855078,0.0,0.013078703285461794,0.0,0.0
huh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
hula,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hundred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
hunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016294111886511115,0.015631025331768782,0.0,0.0,0.04590303040240001
hunter,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hurdle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
hurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
husband,0.012873775117940491,0.01246433439025354,0.011288630781616685,0.0,0.01241001760868729,0.012465287744871982,0.0,0.0,0.0,0.0,0.0,0.0,0.012056175237312684,0.0,0.0,0.0
hustle,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hype,0.0,0.011582451747508644,0.0,0.011092847052899708,0.0,0.04633335059967168,0.0,0.010083368871933984,0.0,0.0,0.0,0.02335684521686725,0.0,0.011235649904468665,0.0,0.0328999206450023
hyped,0.0,0.0,0.0,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.018209796021932564,0.0,0.0,0.0,0.0
hyper,0.0,0.018060151685527822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01751939451021994,0.0,0.0
ibiza,0.0,0.018060151685527822,0.0,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06174550005052154,0.0,0.028974811436704665,0.0,0.0,0.0,0.0152188384115293,0.0
icon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
id,0.012873775117940491,0.0,0.0,0.023874902830831293,0.0,0.0,0.03517604063950335,0.021702224043729394,0.0,0.0,0.011174103961018726,0.0,0.0,0.0,0.02347651275631069,0.0
idea,0.0,0.0,0.0,0.0,0.0,0.01158333764991792,0.010895749440473815,0.0,0.0,0.0,0.01038350832847898,0.011678422608433625,0.011203170869266312,0.011235649904468665,0.010907745559697255,0.0
idol,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illusive,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imagination,0.0,0.0,0.012210660752166435,0.0,0.0,0.0,0.0,0.0,0.025757001194227885,0.0,0.012086779638468992,0.013594106743855078,0.0,0.0,0.012697010756080526,0.0
immediately,0.03132241382126974,0.0,0.0,0.009681433502849838,0.010064691035521019,0.0,0.0,0.0,0.0,0.019642421930712074,0.00906234846014383,0.010192502552550114,0.019555440235428767,0.0,0.019039767302048875,0.028713854293191978
immerse,0.0,0.0,0.013301190744182649,0.0,0.0,0.0,0.013815765473024811,0.0,0.0,0.0,0.0,0.014808191830627603,0.0,0.014246757863257393,0.0,0.0
impacted,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
important,0.0,0.011582451747508644,0.010489932091821585,0.0,0.0,0.0,0.0,0.0,0.011063659817446022,0.03375900616811141,0.01038350832847898,0.0,0.0,0.011235649904468665,0.0,0.021933280430001534
impression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.01751939451021994,0.0,0.0
improve,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improvement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improvisation,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
incense,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
include,0.0,0.0,0.0,0.014065684434859057,0.014622500686321063,0.014687624494342735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027811309367059795
incoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
increase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
indeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
indicate,0.0,0.0,0.0,0.015477097984908927,0.0,0.016161446285622487,0.0,0.0,0.0,0.0,0.0,0.016294111886511115,0.0,0.0,0.0,0.0
indicator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
indie,0.0,0.016160210246008125,0.0,0.0,0.0,0.016161446285622487,0.0,0.0,0.0,0.01570055141075269,0.0,0.0,0.0,0.0,0.0,0.0
individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
indoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
info,0.0,0.0,0.0,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
infomercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.01754645117285307,0.0,0.0,0.0,0.0,0.0,0.0
initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
initially,0.02785055222478274,0.013482393187028343,0.0,0.0,0.0,0.0,0.0,0.01173740644423565,0.0,0.013098901818137514,0.0,0.0,0.0,0.013078703285461794,0.0,0.0
inner,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
innovation,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inside,0.0,0.0,0.011288630781616685,0.023874902830831293,0.0,0.012465287744871982,0.03517604063950335,0.0,0.0,0.0,0.0,0.0,0.03616852571193806,0.0,0.011738256378155345,0.0
insight,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspire,0.0,0.016160210246008125,0.0,0.0,0.0,0.0,0.015202101039078889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152188384115293,0.0
inspired,0.0,0.0,0.0,0.0,0.017981449583719382,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspiring,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
instantly,0.0,0.02492866878050708,0.0,0.0,0.01241001760868729,0.0,0.0,0.010851112021864697,0.011906041877042212,0.0,0.0,0.02513522485833349,0.0,0.0,0.02347651275631069,0.0
instead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instrument,0.0,0.010804576128048561,0.058712579513327125,0.020695706413909165,0.05378746100888165,0.0,0.08131194111095795,0.0,0.010320626181597497,0.0,0.029058460675756938,0.0,0.0,0.0,0.020350366201263504,0.0
instrumental,0.0,0.010804576128048561,0.01957085983777571,0.010347853206954583,0.0,0.0,0.03049197791660923,0.01881234284052856,0.010320626181597497,0.0,0.009686153558585646,0.010894101601199042,0.0,0.0,0.0,0.0
instrumentalist,0.015168937823734503,0.0,0.0,0.0,0.014622500686321063,0.014687624494342735,0.013815765473024811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instrumentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
instrumentation,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.01698939843757939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intelligently,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intense,0.011962923525897964,0.0,0.0,0.03327854115869913,0.0,0.0,0.0,0.010083368871933984,0.0,0.011253002056037135,0.0,0.058392113042168126,0.0,0.033706949713405994,0.0,0.021933280430001534
intensely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019635380053265906
intensifies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
intensify,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intensity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015722679040508683,0.0,0.0,0.0,0.018209796021932564,0.0,0.0,0.0,0.0
intent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
intention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
interact,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.01698939843757939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
interest,0.01669105674254255,0.0,0.0,0.015477097984908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152188384115293,0.0
interested,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
interesting,0.0,0.0,0.0,0.0,0.035962899167438764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017468750975056475,0.0,0.0,0.0
interestinglovingmakes,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interior,0.0,0.0,0.0,0.0,0.0,0.03612306609042438,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intermission,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interpretation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
interstate,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interview,0.0,0.0,0.0,0.0,0.020647597314862397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intimate,0.0,0.011582451747508644,0.0,0.0,0.011531978013262311,0.01158333764991792,0.0,0.0,0.011063659817446022,0.0,0.01038350832847898,0.0,0.0,0.011235649904468665,0.02181549111939451,0.0
intimately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intrigue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
intro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
introduce,0.015168937823734503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028057350280719325,0.0,0.013166245850017185,0.0,0.014205574580216856,0.0,0.0,0.0
introduction,0.032582567605183604,0.0,0.0,0.0,0.03926103978943623,0.007887179109167414,0.007418995281229376,0.006865839425591661,0.05273328677300493,0.022986753580240223,0.021210619713436112,0.007951923151089255,0.015256641549620427,0.015300871973644324,0.007427163526323299,0.007467265326770665
invader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03509290234570614,0.0,0.0,0.0,0.052558183530659816,0.0,0.0
invest,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invisible,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invoke,0.0,0.0,0.013301190744182649,0.0,0.0,0.014687624494342735,0.0,0.0,0.014028675140359662,0.0,0.0,0.014808191830627603,0.0,0.0,0.0,0.0
invokes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
involve,0.011159495482240185,0.0,0.0,0.010347853206954583,0.0,0.01080540253339276,0.0,0.00940617142026428,0.010320626181597497,0.0,0.0,0.021788203202398083,0.0,0.01048106544169677,0.0,0.010230122400240649
ipad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
iphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
iron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014068641468207018,0.015436375012630385,0.0,0.0,0.016294111886511115,0.0,0.0,0.0,0.0
irritating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020117032353984963,0.0,0.0
island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
issue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
italy,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itbe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
item,0.0,0.0,0.0,0.0,0.0,0.0,0.013815765473024811,0.0,0.0,0.0,0.013166245850017185,0.0,0.042616723740650564,0.0,0.013830976502856484,0.0
ive,0.0,0.0,0.008585147210861505,0.009078583550694633,0.02831392844386366,0.0,0.0,0.033009634529269596,0.009054696197482563,0.0184193145140618,0.0,0.028673487036838998,0.018337749052936843,0.009195455947209585,0.0,0.008975293627280879
ja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
jacket,0.01669105674254255,0.016160210246008125,0.0,0.015477097984908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackson,0.015168937823734503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014028675140359662,0.0,0.0,0.0,0.014205574580216856,0.0,0.0,0.013905654683529898
jake,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,0.0,0.0,0.0,0.0,0.016089787664062355,0.0,0.0,0.028137282936414036,0.0,0.0,0.0,0.016294111886511115,0.0,0.0,0.0,0.0
jamboree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
james,0.0,0.0,0.0,0.0,0.0,0.0,0.03901690527536793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
japan,0.01669105674254255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016294111886511115,0.0,0.0,0.0,0.015301010134133337
japanese,0.012873775117940491,0.0,0.0,0.011937451415415646,0.0,0.0,0.0,0.010851112021864697,0.0,0.012109800548128965,0.0,0.012567612429166744,0.0,0.0,0.0,0.011801635245903237
jason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041819602329177204,0.0,0.0,0.0,0.0
jaunty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01859130310822569,0.0,0.0,0.0,0.0,0.0
jazzy,0.012873775117940491,0.01246433439025354,0.011288630781616685,0.0,0.0,0.0,0.011725346879834451,0.0,0.0,0.0,0.011174103961018726,0.0,0.0,0.0,0.02347651275631069,0.0
jealousy,0.0,0.020737968744507607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jerry,0.0,0.0,0.026602381488365297,0.0,0.0,0.0,0.013815765473024811,0.0,0.0,0.0,0.02633249170003437,0.0,0.0,0.0,0.027661953005712968,0.0
jessica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019529931263361347,0.0
jetsons,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jim,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jimi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jittery,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job,0.0,0.0,0.0,0.0,0.0,0.0,0.015202101039078889,0.0,0.0,0.0,0.014487405718352333,0.016294111886511115,0.0,0.0,0.0,0.0
joe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754645117285307,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
john,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04029620153093649,0.0,0.0,0.0,0.0,0.0,0.0
join,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joke,0.0,0.0,0.0,0.019861348916918146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joking,0.0,0.0,0.0,0.0,0.017981449583719382,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jolly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017251215792298304,0.0,0.0,0.0,0.0,0.0,0.01700810360791257,0.0
jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
joni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005887979427125,0.0,0.0,0.0
journey,0.0,0.0,0.013301190744182649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014808191830627603,0.02841114916043371,0.014246757863257393,0.0,0.0
joy,0.0,0.029373002347463508,0.0,0.0,0.0,0.014687624494342735,0.0,0.012785670253682027,0.0,0.0,0.0,0.014808191830627603,0.0,0.0,0.0,0.0
joyful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016190677028342343,0.0,0.0,0.0,0.01700810360791257,0.0
joyfully,0.0,0.0,0.0,0.0,0.0,0.0,0.019508452637683964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joyous,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpop,0.0,0.0,0.0,0.0,0.0,0.020739554921327053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014068641468207018,0.0,0.0,0.0,0.0,0.0,0.0,0.0304376768230586,0.015301010134133337
juggler,0.0,0.0,0.018781851079068438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juggling,0.018653409329035957,0.0,0.0,0.0,0.0,0.0,0.01698939843757939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jukebox,0.037306818658071915,0.0,0.0,0.01729672652794097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.0,0.030326228025696816,0.0,0.009681433502849838,0.0,0.020219031717276334,0.0,0.035201590629635966,0.0,0.019642421930712074,0.00906234846014383,0.010192502552550114,0.0,0.009806066638499245,0.0,0.009571284764397326
jumping,0.0,0.0,0.0,0.0,0.0,0.016161446285622487,0.0,0.0,0.0,0.0,0.0,0.016294111886511115,0.0,0.015676341129226813,0.0,0.0
jungle,0.0,0.0,0.0,0.0,0.0,0.0,0.03901690527536793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01751939451021994,0.0,0.017099936186319564
junk,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karaoke,0.0,0.0,0.01635662024578986,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
kart,0.0,0.0,0.012210660752166435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013040896512554006,0.013078703285461794,0.025394021512161052,0.012765566267186994
kate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kazooie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809090207814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020148100765468246,0.0,0.0,0.0,0.0,0.0,0.0
keep,0.008651151228297892,0.025128023625305033,0.0,0.016043887131646704,0.00833950710611518,0.0,0.015758819481060872,0.014583851315770162,0.01600167283723963,0.008137761839601574,0.015017951194872247,0.025336231534410506,0.008101725737581304,0.0,0.00788808489767994,0.0
kenny,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kerrang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020909801164588602,0.0,0.0,0.0,0.0
key,0.0,0.0,0.0,0.0,0.0,0.01806153304521219,0.0,0.0,0.0,0.0,0.0,0.018209796021932564,0.0,0.0,0.0,0.0
keyboard,0.0,0.0,0.0,0.0,0.0,0.016161446285622487,0.0,0.014068641468207018,0.0,0.0,0.0,0.0,0.0,0.015676341129226813,0.0,0.0
keytar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018053914064480054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kick,0.010440804607089913,0.030326228025696816,0.00915523125055922,0.0,0.0,0.0,0.0,0.0,0.009655959945175298,0.009821210965356037,0.00906234846014383,0.02038500510510023,0.0,0.029418199915497736,0.009519883651024437,0.0
kicker,0.02141918995918714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kid,0.024436925703887703,0.0,0.007142671287993259,0.007553200483406427,0.007852207957887247,0.0,0.029675981124917504,0.0343291971279583,0.015066653363715692,0.007662251193413408,0.035351032855726855,0.007951923151089255,0.015256641549620427,0.0,0.029708654105293195,0.007467265326770665
