ClipContext_pair,BAR-80s_LOW_02,BAR-80s_LOW_06,BAR-80s_MED_08,BAR-80s_MED_13,BAR-Ele_LOW_09,BAR-Ele_LOW_14,BAR-Ele_MED_19,BAR-Ele_MED_20,BAR-Jaz_LOW_19,BAR-Jaz_LOW_21,BAR-Jaz_MED_02,BAR-Jaz_MED_07,BAR-Met_LOW_09,BAR-Met_LOW_14,BAR-Met_MED_19,BAR-Met_MED_20,CONCERT-80s_LOW_02,CONCERT-80s_LOW_06,CONCERT-80s_MED_08,CONCERT-80s_MED_13,CONCERT-Ele_LOW_09,CONCERT-Ele_LOW_14,CONCERT-Ele_MED_19,CONCERT-Ele_MED_20,CONCERT-Jaz_LOW_19,CONCERT-Jaz_LOW_21,CONCERT-Jaz_MED_02,CONCERT-Jaz_MED_07,CONCERT-Met_LOW_09,CONCERT-Met_LOW_14,CONCERT-Met_MED_19,CONCERT-Met_MED_20,MOVIE-80s_LOW_02,MOVIE-80s_LOW_06,MOVIE-80s_MED_08,MOVIE-80s_MED_13,MOVIE-Ele_LOW_09,MOVIE-Ele_LOW_14,MOVIE-Ele_MED_19,MOVIE-Ele_MED_20,MOVIE-Jaz_LOW_19,MOVIE-Jaz_LOW_21,MOVIE-Jaz_MED_02,MOVIE-Jaz_MED_07,MOVIE-Met_LOW_09,MOVIE-Met_LOW_14,MOVIE-Met_MED_19,MOVIE-Met_MED_20,VIDEOGAME-80s_LOW_02,VIDEOGAME-80s_LOW_06,VIDEOGAME-80s_MED_08,VIDEOGAME-80s_MED_13,VIDEOGAME-Ele_LOW_09,VIDEOGAME-Ele_LOW_14,VIDEOGAME-Ele_MED_19,VIDEOGAME-Ele_MED_20,VIDEOGAME-Jaz_LOW_19,VIDEOGAME-Jaz_LOW_21,VIDEOGAME-Jaz_MED_02,VIDEOGAME-Jaz_MED_07,VIDEOGAME-Met_LOW_09,VIDEOGAME-Met_LOW_14,VIDEOGAME-Met_MED_19,VIDEOGAME-Met_MED_20
BAR-80s_LOW_02,1.0000000000000009,0.3400248229126516,0.3444416441659001,0.33622300615107126,0.3216464265060324,0.3292029998170183,0.39573255349327596,0.3324887237200645,0.2997001915970266,0.34233495487685683,0.4138829419847648,0.4164378611040879,0.3352780270592186,0.32716770430079906,0.3534090442340865,0.3416749523537348,0.4058591311738789,0.34038562747004975,0.32562548351723425,0.3190169777365996,0.31833873390680506,0.29607951754226763,0.35407836506450235,0.3216848990666379,0.3461289454666333,0.3317646522950343,0.33458663418702406,0.3462309451889052,0.34268693533231015,0.33112656181498296,0.313194117564542,0.3656504431216602,0.4011613283411852,0.3051315873478316,0.32525799356849594,0.3462982646199493,0.32334847390276134,0.29076373558255353,0.3844077103852981,0.3407869281772528,0.3042553526885243,0.353921834383741,0.3851970181716586,0.39311081972092643,0.3316465216258278,0.3033277469626162,0.3653143098908109,0.35542814041537496,0.4327383010302421,0.32612923762421636,0.3344593404638549,0.3358130695033274,0.31596488723553534,0.2619258491529878,0.37968062600361163,0.32688388770772553,0.25876958770884695,0.30815491079981794,0.36420684311077295,0.42755293321492177,0.3186722419973739,0.24853164009714857,0.3080981412336683,0.29970188984568996
BAR-80s_LOW_06,0.3400248229126516,1.0,0.42763148432584913,0.33479920929163387,0.36179786953099285,0.41309697825755637,0.31187412308573637,0.3250999815415942,0.33331409571168047,0.44338742893105487,0.3990710835248047,0.4053506274119197,0.38997557801481125,0.3157827232853201,0.35052885484563806,0.3162385371819358,0.3606337540049792,0.4723760347548857,0.32496087574350185,0.33348489529871256,0.3580426574226018,0.34154916137224434,0.37401572909454384,0.27226924944980296,0.40206979506802965,0.3622163303767158,0.32966113482854703,0.40390976672072865,0.3104452916652315,0.3427582822017405,0.2934340965177411,0.3975690433438458,0.3152426059393805,0.37237784111600547,0.3061310559838618,0.3095855873989894,0.29776044563872517,0.2645898497901119,0.34445969967613166,0.29384083558570456,0.33738000109529115,0.3058683693412011,0.37613343745580646,0.4005454960028613,0.290487334551261,0.2618566427023567,0.3476521084235294,0.35287363187024623,0.3212913922480263,0.3292902825511625,0.34210929950959373,0.29593054214557446,0.2972064623681853,0.2745151562041578,0.2969912897780464,0.2646982558773225,0.2864196197387708,0.2849406569874856,0.37022717134913086,0.3874434210389914,0.2921471374636614,0.22813594541456503,0.2740054181722087,0.2813410480631655
BAR-80s_MED_08,0.3444416441659001,0.42763148432584913,1.0000000000000007,0.40669763654446073,0.37220626531264656,0.43621230635115166,0.35214782444170484,0.3552841255124513,0.3816926202715298,0.4352252845059793,0.3824668546655573,0.38839489729897436,0.37359615505290394,0.3482295826424483,0.38208380674595543,0.36828398852945987,0.362892207535555,0.44513512506248726,0.3954308248924581,0.31971952830852673,0.3777198363532316,0.38679018129568565,0.34615301822050343,0.3092086183906005,0.40177672645003676,0.4441777622587022,0.3403022236524619,0.3611441831580678,0.3464829519959219,0.3768813372320587,0.338413540635178,0.4112543433006931,0.3381413742771918,0.43224503861312424,0.3680568235018594,0.38761856900038644,0.3316359559818585,0.3731491434055259,0.3715344836591635,0.3497493492488963,0.3626724641821345,0.41098924795545516,0.37558998944668986,0.3543450868117904,0.3341088436157348,0.32655276734667804,0.4084960391586426,0.41759133982620483,0.34685827470561653,0.4095780750067846,0.3966869852940436,0.38381502351116586,0.3562587134532015,0.32367883706318784,0.37957991405091956,0.2976381941602659,0.3091130877502703,0.3851411315307274,0.38801845815297603,0.3787490106318145,0.33675214940869597,0.2895796446354025,0.3378357247691504,0.3227746603720113
BAR-80s_MED_13,0.33622300615107126,0.33479920929163387,0.40669763654446073,1.0000000000000004,0.3471013236177826,0.34333620655336144,0.3602037683198595,0.31421959185581766,0.3823601340009575,0.3379655639674865,0.3651662863737134,0.3664872823306373,0.32298600453186893,0.3219829153336046,0.3385468988952801,0.3645800158154637,0.34176726185404604,0.3704863394556775,0.3517656300860976,0.38733957928600204,0.3369702887058688,0.3412149223611711,0.3504763865102627,0.2880736835749472,0.34827544475407074,0.3162245123363145,0.3270451002921815,0.32905980250831995,0.3325648226966326,0.3278448575825525,0.32363660388920357,0.36523143352334786,0.3278086652665868,0.3468897494388633,0.32189420671797647,0.3931938018749476,0.3289619275683043,0.32782991118327115,0.35909823104727717,0.29598976309538133,0.3735130095567063,0.36240021940401296,0.36373154191230944,0.33504649169549144,0.31615884455765425,0.31034466118477977,0.35416124439385793,0.35903646995413957,0.3427929034486041,0.3434105432267982,0.3266762946214304,0.38393939555936785,0.33936986698435045,0.29838974684578057,0.36836764698453356,0.33341088060768487,0.33580241733266075,0.3221306105877374,0.35940538459372456,0.3649251843872276,0.34705741289767883,0.26013093626873096,0.3144524662663517,0.311942622067248
BAR-Ele_LOW_09,0.3216464265060324,0.36179786953099285,0.37220626531264656,0.3471013236177826,0.9999999999999998,0.3782950537600211,0.34708436983584257,0.31974989032659384,0.3305192683498163,0.37273978095591354,0.3154838139325507,0.32951459295812996,0.35081085910204457,0.3650617115400054,0.4090802207210525,0.3672561907725106,0.32834026843120656,0.3717166708845816,0.3148202281662785,0.32038663525854555,0.43165155328414057,0.38909643930625654,0.35240709223484556,0.30786462868918557,0.364096057584679,0.3344421118879366,0.29274719780090735,0.2999930553745669,0.35147828158743477,0.3721798653126374,0.34226274618212194,0.4040305528823588,0.28656255487094673,0.3261742713749133,0.30717834931171395,0.31765881769514204,0.4207469356118078,0.3267081052194903,0.33281594132245185,0.34022364777902664,0.3260568542458019,0.32988826555845163,0.3122586344227286,0.28385374626132737,0.3443616842246305,0.35422658898235926,0.4533084798262407,0.38486480525456906,0.31720152551217334,0.36046758069719204,0.3052669577851489,0.34978494005302263,0.45150594168519526,0.3442559529535733,0.3356126643891466,0.29994073675945665,0.307120479750912,0.3084311129745014,0.32134216697645557,0.32099357575351345,0.3504389725674499,0.29457263807754547,0.38126206234001003,0.3366594696294641
BAR-Ele_LOW_14,0.3292029998170183,0.41309697825755637,0.43621230635115166,0.34333620655336144,0.3782950537600211,1.0000000000000002,0.33812893473159633,0.31941747405754367,0.35575551178650416,0.3748323806965738,0.37241232041936756,0.3564328074953532,0.36369228602963194,0.3394939124053016,0.38104623232070745,0.3406831278865694,0.35437015725228793,0.422081486365806,0.33701207568441005,0.31881533433562936,0.4427958793844824,0.5205599605937017,0.36478712915678574,0.31343410448898185,0.38264588792476034,0.3390523639712898,0.3398527271811076,0.34117453336924214,0.3674472837852918,0.39104745349898556,0.32798365120380674,0.39205683111095235,0.3240087770092605,0.31953978379088493,0.3012126440287453,0.317859682962834,0.35036840779693085,0.3864055323699316,0.3776928035497424,0.30751880047041746,0.3651650866189375,0.3547464907257261,0.3407833225621173,0.31463552501994796,0.31927147415607904,0.32948279742333003,0.3696223546906781,0.37040463072325136,0.3414319322456628,0.3576233827978152,0.3685156931265363,0.36583506946168365,0.4313318058669432,0.43743646750618204,0.32128675754897784,0.30873777314417866,0.32599359887453977,0.30389619299385684,0.3502918662721719,0.355718099768037,0.36345263675218187,0.2922343557999925,0.3243666667351662,0.31231220067849913
BAR-Ele_MED_19,0.39573255349327596,0.31187412308573637,0.35214782444170484,0.3602037683198595,0.34708436983584257,0.33812893473159633,0.9999999999999952,0.339822898202672,0.3200898073323846,0.32688556354436044,0.3797952890434757,0.3595141481932338,0.3139760553985623,0.32507894694941913,0.3372991061161616,0.31097110324437865,0.3320594835718489,0.34314914999091684,0.29782254792136187,0.31886037775843884,0.3136525441330929,0.3122162275052058,0.3702762233338902,0.2951146787393417,0.3444327008155666,0.30294943086089543,0.2913931866569092,0.33962503973141367,0.31570938316147706,0.3328316819366068,0.2875060596264475,0.35447699419814616,0.33267384011893086,0.2855849930542077,0.2943779654986604,0.3372054897766976,0.3234064744235208,0.29447442690148357,0.4230532415420887,0.3346957983555495,0.3360208258643947,0.3264218578610203,0.3462205000861265,0.31318674344321495,0.30255716443047304,0.3056161729732561,0.3457718927404038,0.33962663504312496,0.34142492682988923,0.3147567026252404,0.3041197472319857,0.34048951186104953,0.34100071345126715,0.2776965272925047,0.40682920441246134,0.33143342248462965,0.29191422421709395,0.27853852591583583,0.3333107003167703,0.36511600085022455,0.29781192075720825,0.22979873394247416,0.30180825033090775,0.27371629043827883
BAR-Ele_MED_20,0.3324887237200645,0.3250999815415942,0.3552841255124513,0.31421959185581766,0.31974989032659384,0.31941747405754367,0.339822898202672,1.0,0.30127121575235316,0.3388387785570595,0.36006125214558127,0.35095133894314184,0.32782191966336605,0.27129803915704775,0.3242479155468919,0.30789299746907545,0.3335997539491934,0.34475843237419884,0.29520867872589046,0.3378529888425981,0.29489991056932857,0.27253333968125887,0.3344641478122363,0.3440616859122755,0.31565187973150277,0.29123504501340153,0.3096526992890795,0.34131633691671487,0.2850011170451458,0.3020442574971256,0.3113571925984883,0.32662585279032785,0.3477566698399788,0.28279435983787493,0.2945086256596657,0.3157198585177727,0.3122366264778404,0.277566441643148,0.3427042567638395,0.36071915923264875,0.2937515296732997,0.31049883083017765,0.31441864194719354,0.328511541779648,0.2775872176970507,0.271994481304212,0.326601294561869,0.3413851395609146,0.34583137156058225,0.32224429552530304,0.3003259041332975,0.35020979816780584,0.3076444926077425,0.25618247413293604,0.3370028205148754,0.323863053241145,0.274478492088922,0.27584547306648877,0.32841765898571995,0.34800165930761257,0.27830804082152005,0.2461017367603173,0.28496322269124263,0.2780049478597128
BAR-Jaz_LOW_19,0.2997001915970266,0.33331409571168047,0.3816926202715298,0.3823601340009575,0.3305192683498163,0.35575551178650416,0.3200898073323846,0.30127121575235316,0.9999999999999971,0.31724424492641484,0.3399172147928825,0.355937389959765,0.3172157033216057,0.3064792780209449,0.32573691155205425,0.3374285369776395,0.313615054732523,0.33581850628065674,0.29959929523589773,0.2844953461992572,0.3226719471861918,0.3293682239626211,0.3044501522641308,0.24851550991452442,0.3921618979596972,0.3179666446086639,0.29156800846424474,0.3328312866484687,0.29355534265821975,0.3047508099514677,0.3396536443438017,0.3301201485812855,0.2887600976611521,0.2988123892604664,0.27329569075577975,0.302646543544493,0.30439828164057564,0.3368145626795245,0.3174473919995997,0.2576111495845525,0.4664864684673536,0.34138740877451706,0.3290961626936623,0.3219354221504153,0.2787686779972925,0.3084051037973997,0.3543362645604274,0.3135490088591207,0.28565256204282985,0.33125816625133875,0.3554075582797082,0.33772084838058986,0.30029630822517,0.33108000803175,0.33216719398954875,0.2676814804735982,0.4657779509404398,0.3334154310535854,0.3263529675219093,0.32963655209141973,0.2880684312321484,0.2628006518715837,0.2808519049203882,0.27237613285279044
BAR-Jaz_LOW_21,0.34233495487685683,0.44338742893105487,0.4352252845059793,0.3379655639674865,0.37273978095591354,0.3748323806965738,0.32688556354436044,0.3388387785570595,0.31724424492641484,0.9999999999999993,0.40945136731864146,0.38468277406835505,0.35838326349702543,0.30682061088674234,0.34012935913481407,0.32417703945619847,0.3414426777834787,0.4027866314497217,0.32802330304206645,0.32342378020593454,0.3490098719613211,0.3364951652432849,0.3297331015288681,0.27460000222281555,0.3778409326533419,0.41719376389240076,0.32557086265403995,0.34554605745227357,0.3092939730000936,0.351852431107861,0.3012829774023798,0.351500690116626,0.3152301772912628,0.3390313384409544,0.3178104301242593,0.31784464360197656,0.3056824689189522,0.2943135391414935,0.3378333079105351,0.3173823822691739,0.33867157019962146,0.39055260367068556,0.3684825515718125,0.35870730283713154,0.30123799620281083,0.2901353120248678,0.3651846131270801,0.37742312551493895,0.3333080874835388,0.3579454251786698,0.3479548196595489,0.3118468053265723,0.3279595253923861,0.27249931900432317,0.3228404956887149,0.30239650863127415,0.31400555294772636,0.4034776378743216,0.35401311449672057,0.38361012507312653,0.3049283953717397,0.2548300661245701,0.31252865072595554,0.2987936296658855
